Condition,Comment,Station,Line,Date,Shift,Downtime,StartTime,DowntimeMinutes,EndTime
R,RM0302 Rüstung Lotpaste,Kontaktieren,E08Usv01-Vm,"27.07.2024, 06:13:02 ",Früh,00:13:02,2024-07-27 06:13:02+02:00,13.033333333333333,2024-07-27 06:26:03.999999997+02:00
Ms,MS0345 Stanze n.i.O. / Allgemeine Verschmutzung,Kontaktieren,E08Usv01-Vm,"07.04.2024, 08:00:00 ",Früh,01:00:00,2024-04-07 08:00:00+02:00,60.0,2024-04-07 09:00:00+02:00
Ms,MS0327 Drahtposition auf Pin n.i.O,Kontaktieren,E08Usv01-Vm,"24.06.2024, 02:38:20 ",Nacht,00:08:20,2024-06-24 02:38:20+02:00,8.333333333333334,2024-06-24 02:46:39.999999998+02:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"04.02.2024, 09:15:14 ",Früh,00:15:14,2024-02-04 09:15:14+01:00,15.233333333333333,2024-02-04 09:30:27.999999998+01:00
R,RM0303 Elektrodenwechsel,Kontaktieren,E08Usv01-Vm,"30.03.2024, 09:07:52 ",Früh,00:07:52,2024-03-30 09:07:52+01:00,7.866666666666667,2024-03-30 09:15:44.000000002+01:00
Ms,MS0606 Handling (Roboter / Greifer / Achssystem ...) Problem,Pcb,E08Usv01-Vm,"14.02.2024, 23:19:31 ",Nacht,00:49:31,2024-02-14 23:19:31+01:00,49.516666666666666,2024-02-15 00:09:02.000000002+01:00
Ms,MS0337 Lötstelle nio,Kontaktieren,E08Usv01-Vm,"24.02.2024, 22:22:18 ",Spät,00:07:18,2024-02-24 22:22:18+01:00,7.3,2024-02-24 22:29:36+01:00
W,WU0902 Wartung Ringmontage ungeplant (WU),Ringmontage,E08Usv01-Em,"26.09.2024, 12:14:48 ",Früh,00:14:48,2024-09-26 12:14:48+02:00,14.8,2024-09-26 12:29:36+02:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"04.06.2024, 08:07:58 ",Früh,00:07:58,2024-06-04 08:07:58+02:00,7.966666666666667,2024-06-04 08:15:56.000000002+02:00
Ms,MS0624 Durchstiegskontrolle / Pin Check PCB,Pcb,E08Usv01-Vm,"19.02.2025, 17:14:46 ",Spät,00:14:46,2025-02-19 17:14:46+01:00,14.766666666666667,2025-02-19 17:29:32.000000002+01:00
Ms,MS0925 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung links,Ringmontage,E08Usv01-Em,"29.10.2024, 19:13:52 ",Spät,00:13:52,2024-10-29 19:13:52+01:00,13.866666666666667,2024-10-29 19:27:44.000000002+01:00
Ms,MS0926 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung recht,Ringmontage,E08Usv01-Em,"15.01.2025, 21:05:17 ",Spät,00:05:17,2025-01-15 21:05:17+01:00,5.283333333333333,2025-01-15 21:10:33.999999998+01:00
Ms,MS0337 Lötstelle nio,Kontaktieren,E08Usv01-Vm,"27.03.2024, 01:44:20 ",Nacht,00:14:20,2024-03-27 01:44:20+01:00,14.333333333333334,2024-03-27 01:58:39.999999998+01:00
Ms,MS0608 PLC (SPS) Ablauffehler,Pcb,E08Usv01-Vm,"09.01.2024, 07:16:36 ",Früh,00:16:36,2024-01-09 07:16:36+01:00,16.6,2024-01-09 07:33:12+01:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"18.10.2024, 17:05:24 ",Spät,00:05:24,2024-10-18 17:05:24+02:00,5.4,2024-10-18 17:10:48+02:00
Ms,MS0928 Rütteltopf Ringe verklemmen in der Schiene Vereinzelung rechts,Ringmontage,E08Usv01-Em,"12.09.2024, 16:10:43 ",Spät,00:10:43,2024-09-12 16:10:43+02:00,10.716666666666667,2024-09-12 16:21:26.000000002+02:00
Ms,MS0925 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung links,Ringmontage,E08Usv01-Em,"30.03.2024, 01:44:54 ",Nacht,00:14:54,2024-03-30 01:44:54+01:00,14.9,2024-03-30 01:59:48+01:00
Ms,MS0625 Leiterplatte schief im Schlitten,Pcb,E08Usv01-Vm,"05.08.2024, 19:06:49 ",Spät,00:06:49,2024-08-05 19:06:49+02:00,6.816666666666666,2024-08-05 19:13:38.000000002+02:00
R,MS0601 Taktzeit wird nicht erreicht,Pcb,E08Usv01-Vm,"27.01.2025, 11:04:21 ",Früh,00:04:21,2025-01-27 11:04:21+01:00,4.35,2025-01-27 11:08:42+01:00
Ms,MS0625 Leiterplatte schief im Schlitten,Pcb,E08Usv01-Vm,"18.04.2024, 20:09:39 ",Spät,00:09:39,2024-04-18 20:09:39+02:00,9.65,2024-04-18 20:19:18+02:00
R,RM0303 Elektrodenwechsel,Kontaktieren,E08Usv01-Vm,"11.11.2024, 20:13:00 ",Spät,00:13:00,2024-11-11 20:13:00+01:00,13.0,2024-11-11 20:26:00+01:00
W,WU0602 Wartung PCB ungeplant (WU),Pcb,E08Usv01-Vm,"22.05.2024, 11:12:35 ",Früh,00:12:35,2024-05-22 11:12:35+02:00,12.583333333333334,2024-05-22 11:25:09.999999998+02:00
Ms,"MS0318 WT Transportfehler (verklemmt, ...)",Kontaktieren,E08Usv01-Vm,"23.05.2024, 15:16:40 ",Spät,00:16:40,2024-05-23 15:16:40+02:00,16.666666666666668,2024-05-23 15:33:20.000000002+02:00
Ms,MS0930 Ringe werden nicht korrekt auf Abholposition rechts positioniert,Ringmontage,E08Usv01-Em,"15.02.2024, 03:53:13 ",Nacht,00:23:13,2024-02-15 03:53:13+01:00,23.216666666666665,2024-02-15 04:16:26.000000002+01:00
Ms,MS0343 Stanze n.i.O. / Leiterplatten Winkel,Kontaktieren,E08Usv01-Vm,"16.01.2025, 15:04:43 ",Spät,00:04:43,2025-01-16 15:04:43+01:00,4.716666666666667,2025-01-16 15:09:26.000000002+01:00
R,RM0302 Rüstung Lotpaste,Kontaktieren,E08Usv01-Vm,"07.05.2024, 06:05:00 ",Früh,00:05:00,2024-05-07 06:05:00+02:00,5.0,2024-05-07 06:10:00+02:00
R,RM0302 Rüstung Lotpaste,Kontaktieren,E08Usv01-Vm,"11.04.2024, 20:25:51 ",Spät,00:25:51,2024-04-11 20:25:51+02:00,25.85,2024-04-11 20:51:42+02:00
W,WU0902 Wartung Ringmontage ungeplant (WU),Ringmontage,E08Usv01-Em,"27.04.2024, 10:13:21 ",Früh,00:13:21,2024-04-27 10:13:21+02:00,13.35,2024-04-27 10:26:42+02:00
R,RM0303 Elektrodenwechsel,Kontaktieren,E08Usv01-Vm,"31.05.2024, 07:06:40 ",Früh,00:06:40,2024-05-31 07:06:40+02:00,6.666666666666667,2024-05-31 07:13:20.000000002+02:00
Ms,MS0625 Leiterplatte schief im Schlitten,Pcb,E08Usv01-Vm,"14.02.2024, 18:18:52 ",Spät,00:18:52,2024-02-14 18:18:52+01:00,18.866666666666667,2024-02-14 18:37:44.000000002+01:00
Ms,MS0335 Lötdispenser verstopft,Kontaktieren,E08Usv01-Vm,"01.06.2024, 21:12:02 ",Spät,00:12:02,2024-06-01 21:12:02+02:00,12.033333333333333,2024-06-01 21:24:03.999999997+02:00
Ms,MS0337 Lötstelle n.i.o,Kontaktieren,E08Usv01-Vm,"07.01.2025, 15:04:37 ",Spät,00:04:37,2025-01-07 15:04:37+01:00,4.616666666666667,2025-01-07 15:09:14.000000002+01:00
Ms,MS0301 Taktzeit wird nicht erreicht (Senswork neu gestartet ),Kontaktieren,E08Usv01-Vm,"24.04.2024, 17:11:13 ",Spät,00:11:13,2024-04-24 17:11:13+02:00,11.216666666666667,2024-04-24 17:22:26.000000002+02:00
Ms,MS0625 Leiterplatte schief im Schlitten,Pcb,E08Usv01-Vm,"18.04.2024, 10:09:54 ",Früh,00:09:54,2024-04-18 10:09:54+02:00,9.9,2024-04-18 10:19:48+02:00
Ms,MS0932 Ringe verklemmen in der Vereinzelung rechts -> n.i.O Abwurf,Ringmontage,E08Usv01-Em,"06.05.2024, 22:04:56 ",Spät,00:04:56,2024-05-06 22:04:56+02:00,4.933333333333334,2024-05-06 22:09:51.999999998+02:00
Ms,WU0602 Wartung PCB ungeplant (WU) Schneid M. in PCB,Pcb,E08Usv01-Vm,"31.01.2024, 10:26:00 ",Früh,00:26:00,2024-01-31 10:26:00+01:00,26.0,2024-01-31 10:52:00+01:00
Ms,MS0608 PLC (SPS) Ablauffehler,Pcb,E08Usv01-Vm,"05.02.2024, 12:24:55 ",Früh,00:24:55,2024-02-05 12:24:55+01:00,24.916666666666668,2024-02-05 12:49:50.000000002+01:00
Ms,MS0343 Stanze n.i.O. / Leiterplatten Winkel,Kontaktieren,E08Usv01-Vm,"12.10.2024, 01:56:24 ",Nacht,00:26:24,2024-10-12 01:56:24+02:00,26.4,2024-10-12 02:22:48+02:00
W,WG0304 K1 Kontaktieren Elektrodenwechsel 1x pro Schicht 7 min,Kontaktieren,E08Usv01-Vm,"22.05.2024, 07:06:19 ",Früh,00:06:19,2024-05-22 07:06:19+02:00,6.316666666666666,2024-05-22 07:12:38.000000002+02:00
Ms,MS0304 Handling (Roboter / Greifer / Achssystem ...) Crash,Kontaktieren,E08Usv01-Vm,"15.04.2024, 07:16:46 ",Früh,00:16:46,2024-04-15 07:16:46+02:00,16.766666666666666,2024-04-15 07:33:32.000000002+02:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"11.04.2024, 23:41:20 ",Nacht,00:11:20,2024-04-11 23:41:20+02:00,11.333333333333334,2024-04-11 23:52:39.999999998+02:00
W,WG0304 K1 Kontaktieren Elektrodenwechsel 1x pro Schicht 7 min,Kontaktieren,E08Usv01-Vm,"12.07.2024, 22:40:23 ",Spät,00:10:23,2024-07-12 22:40:23+02:00,10.383333333333333,2024-07-12 22:50:45.999999998+02:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"08.07.2024, 15:16:13 ",Spät,00:16:13,2024-07-08 15:16:13+02:00,16.216666666666665,2024-07-08 15:32:26.000000002+02:00
Ms,MS0932 Ringe verklemmen in der Vereinzelung rechts -> n.i.O Abwurf,Ringmontage,E08Usv01-Em,"18.03.2024, 10:15:59 ",Früh,00:15:59,2024-03-18 10:15:59+01:00,15.983333333333333,2024-03-18 10:31:57.999999998+01:00
W,WU0603 Optimierungen durch STB WZB Lieferant,Pcb,E08Usv01-Vm,"24.05.2024, 08:15:53 ",Früh,00:15:53,2024-05-24 08:15:53+02:00,15.883333333333333,2024-05-24 08:31:45.999999998+02:00
Ms,MS0931 Ringe verklemmen in der Vereinzelung links -> n.i.O Abwurf,Ringmontage,E08Usv01-Em,"10.02.2024, 09:05:26 ",Früh,00:05:26,2024-02-10 09:05:26+01:00,5.433333333333334,2024-02-10 09:10:51.999999998+01:00
Ms,MS0930 Ringe werden nicht korrekt auf Abholposition rechts positioniert,Ringmontage,E08Usv01-Em,"17.07.2024, 15:08:05 ",Spät,00:08:05,2024-07-17 15:08:05+02:00,8.083333333333334,2024-07-17 15:16:09.999999998+02:00
Ms,MS0620 Neues Fehlerbild,Pcb,E08Usv01-Vm,"06.06.2024, 02:43:20 ",Nacht,00:13:20,2024-06-06 02:43:20+02:00,13.333333333333334,2024-06-06 02:56:39.999999998+02:00
Ms,MS0325 Drahtlage n.i.O,Kontaktieren,E08Usv01-Vm,"17.06.2024, 22:42:52 ",Spät,00:12:52,2024-06-17 22:42:52+02:00,12.866666666666667,2024-06-17 22:55:44.000000002+02:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"16.03.2024, 03:37:55 ",Nacht,00:07:55,2024-03-16 03:37:55+01:00,7.916666666666667,2024-03-16 03:45:50.000000002+01:00
Ms,MS0304 Handling (Roboter / Greifer / Achssystem ...) Crash,Kontaktieren,E08Usv01-Vm,"15.11.2024, 03:38:19 ",Nacht,00:08:19,2024-11-15 03:38:19+01:00,8.316666666666666,2024-11-15 03:46:38.000000002+01:00
Ms,MS0932 Ringe verklemmen in der Vereinzelung rechts -> n.i.O Abwurf,Ringmontage,E08Usv01-Em,"13.05.2024, 00:40:22 ",Nacht,00:10:22,2024-05-13 00:40:22+02:00,10.366666666666667,2024-05-13 00:50:44.000000002+02:00
W,MS0324 Prüf-Softwarefehler SENSWORK,Kontaktieren,E08Usv01-Vm,"12.02.2024, 21:11:40 ",Spät,00:11:40,2024-02-12 21:11:40+01:00,11.666666666666666,2024-02-12 21:23:20.000000002+01:00
Ms,MS0625 Leiterplatte schief im Schlitten,Pcb,E08Usv01-Vm,"11.01.2024, 03:37:03 ",Nacht,00:07:03,2024-01-11 03:37:03+01:00,7.05,2024-01-11 03:44:06+01:00
W,WG0304 K1 Kontaktieren Elektrodenwechsel 1x pro Schicht 7 min,Kontaktieren,E08Usv01-Vm,"20.01.2024, 09:17:54 ",Früh,00:17:54,2024-01-20 09:17:54+01:00,17.9,2024-01-20 09:35:48+01:00
R,RM0303 Elektrodenwechsel,Kontaktieren,E08Usv01-Vm,"25.04.2024, 17:06:40 ",Spät,00:06:40,2024-04-25 17:06:40+02:00,6.666666666666667,2024-04-25 17:13:20.000000002+02:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"06.06.2024, 07:23:32 ",Früh,00:23:32,2024-06-06 07:23:32+02:00,23.533333333333335,2024-06-06 07:47:03.999999998+02:00
Ms,MS0926 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung recht,Ringmontage,E08Usv01-Em,"27.05.2024, 18:08:14 ",Spät,00:08:14,2024-05-27 18:08:14+02:00,8.233333333333333,2024-05-27 18:16:27.999999998+02:00
Ms,"MS0318 WT Transportfehler (verklemmt, ...)",Kontaktieren,E08Usv01-Vm,"03.09.2024, 12:06:05 ",Früh,00:06:05,2024-09-03 12:06:05+02:00,6.083333333333333,2024-09-03 12:12:09.999999998+02:00
Ms,MS0923 Rütteltopf Material aus Bunker wird nicht ausreichend gefördert,Ringmontage,E08Usv01-Em,"26.07.2024, 23:43:24 ",Nacht,00:13:24,2024-07-26 23:43:24+02:00,13.4,2024-07-26 23:56:48+02:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"21.01.2024, 05:33:36 ",Nacht,00:18:36,2024-01-21 05:33:36+01:00,18.6,2024-01-21 05:52:12+01:00
W,WG0304 K1 Kontaktieren Elektrodenwechsel 1x pro Schicht 7 min,Kontaktieren,E08Usv01-Vm,"24.03.2024, 13:51:40 ",Früh,00:06:40,2024-03-24 13:51:40+01:00,6.666666666666667,2024-03-24 13:58:20.000000002+01:00
Ms,MS0625 Leiterplatte schief im Schlitten,Pcb,E08Usv01-Vm,"23.07.2024, 14:15:00 ",Spät,00:15:00,2024-07-23 14:15:00+02:00,15.0,2024-07-23 14:30:00+02:00
Ms,"MS0618 WT Transportfehler (verklemmt, ...)",Pcb,E08Usv01-Vm,"06.12.2024, 20:26:13 ",Spät,00:26:13,2024-12-06 20:26:13+01:00,26.216666666666665,2024-12-06 20:52:26.000000002+01:00
Ms,MS0922 Rütteltopf Fördermenge zu gering -> Taktzeit,Ringmontage,E08Usv01-Em,"19.04.2024, 12:19:51 ",Früh,00:19:51,2024-04-19 12:19:51+02:00,19.85,2024-04-19 12:39:42+02:00
R,RM0301 Rüstung Kontaktband,Kontaktieren,E08Usv01-Vm,"26.05.2024, 14:20:00 ",Spät,00:20:00,2024-05-26 14:20:00+02:00,20.0,2024-05-26 14:40:00+02:00
Ms,MS0926 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung recht,Ringmontage,E08Usv01-Em,"25.07.2024, 00:36:00 ",Nacht,00:06:00,2024-07-25 00:36:00+02:00,6.0,2024-07-25 00:42:00+02:00
R,MS0601 Taktzeit wird nicht erreicht,Pcb,E08Usv01-Vm,"09.12.2024, 20:03:44 ",Spät,00:03:44,2024-12-09 20:03:44+01:00,3.7333333333333334,2024-12-09 20:07:27.999999998+01:00
Ms,"MS0313 Reparatur STB (Kabelbruch, Motortausch,...)",Kontaktieren,E08Usv01-Vm,"27.02.2024, 12:17:16 ",Früh,00:17:16,2024-02-27 12:17:16+01:00,17.266666666666666,2024-02-27 12:34:32.000000002+01:00
R,RM0302 Rüstung Lotpaste,Kontaktieren,E08Usv01-Vm,"18.07.2024, 01:33:20 ",Nacht,00:03:20,2024-07-18 01:33:20+02:00,3.3333333333333335,2024-07-18 01:36:39.999999998+02:00
Ms,"MS0613 Reparatur STB (Kabelbruch, Motortausch,...)",Pcb,E08Usv01-Vm,"10.06.2024, 12:30:05 ",Früh,00:30:05,2024-06-10 12:30:05+02:00,30.083333333333332,2024-06-10 13:00:09.999999998+02:00
Ms,MS0920 Neues Fehlerbild,Ringmontage,E08Usv01-Em,"14.03.2024, 15:09:03 ",Spät,00:09:03,2024-03-14 15:09:03+01:00,9.05,2024-03-14 15:18:06+01:00
Ms,MS0932 Ringe verklemmen in der Vereinzelung rechts -> n.i.O Abwurf,Ringmontage,E08Usv01-Em,"29.03.2024, 22:06:07 ",Spät,00:06:07,2024-03-29 22:06:07+01:00,6.116666666666666,2024-03-29 22:12:14.000000002+01:00
Ms,MS0327 Drahtposition auf Pin n.i.O,Kontaktieren,E08Usv01-Vm,"07.08.2024, 10:17:28 ",Früh,00:17:28,2024-08-07 10:17:28+02:00,17.466666666666665,2024-08-07 10:34:56.000000002+02:00
Ms,MS0606 Handling (Roboter / Greifer / Achssystem ...) Problem,Pcb,E08Usv01-Vm,"01.02.2024, 23:40:36 ",Nacht,00:10:36,2024-02-01 23:40:36+01:00,10.6,2024-02-01 23:51:12+01:00
Ms,MS0926 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung recht,Ringmontage,E08Usv01-Em,"07.08.2024, 04:37:20 ",Nacht,00:07:20,2024-08-07 04:37:20+02:00,7.333333333333333,2024-08-07 04:44:39.999999998+02:00
Ms,MS0334 Lötdispenser Zylinder defekt  --  Signal,Kontaktieren,E08Usv01-Vm,"24.02.2025, 17:40:10 ",Spät,00:40:10,2025-02-24 17:40:10+01:00,40.166666666666664,2025-02-24 18:20:20.000000002+01:00
Ms,MS0306 Handling (Roboter / Greifer / Achssystem ...) Problem,Kontaktieren,E08Usv01-Vm,"25.03.2024, 03:36:36 ",Nacht,00:06:36,2024-03-25 03:36:36+01:00,6.6,2024-03-25 03:43:12+01:00
Ms,MS0325 Drahtlage n.i.O,Kontaktieren,E08Usv01-Vm,"25.05.2024, 07:33:06 ",Früh,00:33:06,2024-05-25 07:33:06+02:00,33.1,2024-05-25 08:06:12+02:00
Ms,MS0620 Leiterplatte Winkel n.i.O,Pcb,E08Usv01-Vm,"19.01.2024, 01:47:50 ",Nacht,00:17:50,2024-01-19 01:47:50+01:00,17.833333333333332,2024-01-19 02:05:39.999999998+01:00
Ms,MS0608 PLC (SPS) Ablauffehler,Pcb,E08Usv01-Vm,"19.02.2025, 15:07:06 ",Spät,00:07:06,2025-02-19 15:07:06+01:00,7.1,2025-02-19 15:14:12+01:00
Ms,MS0625 Leiterplatte schief im Schlitten,Pcb,E08Usv01-Vm,"16.09.2024, 01:46:33 ",Nacht,00:16:33,2024-09-16 01:46:33+02:00,16.55,2024-09-16 02:03:06+02:00
Ms,MS0926 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung recht,Ringmontage,E08Usv01-Em,"25.10.2024, 10:12:26 ",Früh,00:12:26,2024-10-25 10:12:26+02:00,12.433333333333334,2024-10-25 10:24:51.999999998+02:00
R,RM0302 Rüstung Lotpaste,Kontaktieren,E08Usv01-Vm,"27.06.2024, 16:03:20 ",Spät,00:03:20,2024-06-27 16:03:20+02:00,3.3333333333333335,2024-06-27 16:06:39.999999998+02:00
Ms,"MS0613 Reparatur STB (Kabelbruch, Motortausch,...)",Pcb,E08Usv01-Vm,"03.09.2024, 02:15:02 ",Nacht,00:45:02,2024-09-03 02:15:02+02:00,45.03333333333333,2024-09-03 03:00:03.999999997+02:00
Ms,MS0629 Prüf-Softwarefehler,Pcb,E08Usv01-Vm,"08.08.2024, 02:02:43 ",Nacht,00:32:43,2024-08-08 02:02:43+02:00,32.71666666666667,2024-08-08 02:35:26.000000002+02:00
Ms,MS0624 Durchstiegskontrolle / Pin Check PCB,Pcb,E08Usv01-Vm,"19.02.2025, 05:47:58 ",Nacht,00:32:58,2025-02-19 05:47:58+01:00,32.96666666666667,2025-02-19 06:20:56.000000002+01:00
W,WG0304 K1 Kontaktieren Elektrodenwechsel 1x pro Schicht 7 min + Elektroden getauscht,Kontaktieren,E08Usv01-Vm,"25.03.2024, 17:14:38 ",Spät,00:14:38,2024-03-25 17:14:38+01:00,14.633333333333333,2024-03-25 17:29:15.999999998+01:00
Ms,MS0307 ITAC time out,Kontaktieren,E08Usv01-Vm,"15.10.2024, 07:57:08 ",Früh,00:57:08,2024-10-15 07:57:08+02:00,57.13333333333333,2024-10-15 08:54:15.999999998+02:00
Ms,MS0308 PLC (SPS) Ablauffehler,Kontaktieren,E08Usv01-Vm,"14.02.2024, 07:18:56 ",Früh,00:18:56,2024-02-14 07:18:56+01:00,18.933333333333334,2024-02-14 07:37:51.999999998+01:00
W,MS0324 Prüf-Softwarefehler SENSWORK,Kontaktieren,E08Usv01-Vm,"25.03.2024, 14:21:40 ",Spät,00:21:40,2024-03-25 14:21:40+01:00,21.666666666666668,2024-03-25 14:43:20.000000002+01:00
Ms,MS0306 Handling (Roboter / Greifer / Achssystem ...) Problem,Kontaktieren,E08Usv01-Vm,"24.03.2024, 23:37:22 ",Nacht,00:07:22,2024-03-24 23:37:22+01:00,7.366666666666666,2024-03-24 23:44:44.000000002+01:00
W,WG0304 K1 Kontaktieren Elektrodenwechsel 1x pro Schicht 7 min,Kontaktieren,E08Usv01-Vm,"29.10.2024, 19:26:13 ",Spät,00:26:13,2024-10-29 19:26:13+01:00,26.216666666666665,2024-10-29 19:52:26.000000002+01:00
W,WG0304 K1 Kontaktieren Elektrodenwechsel 1x pro Schicht 7 min,Kontaktieren,E08Usv01-Vm,"16.03.2024, 00:34:32 ",Nacht,00:04:32,2024-03-16 00:34:32+01:00,4.533333333333333,2024-03-16 00:39:03.999999998+01:00
Ms,"MS0318 WT Transportfehler (verklemmt, ...)",Kontaktieren,E08Usv01-Vm,"10.08.2024, 14:24:35 ",Spät,00:24:35,2024-08-10 14:24:35+02:00,24.583333333333332,2024-08-10 14:49:09.999999998+02:00
Ms,MS0325 Drahtlage n.i.O,Kontaktieren,E08Usv01-Vm,"18.06.2024, 01:56:50 ",Nacht,00:26:50,2024-06-18 01:56:50+02:00,26.833333333333332,2024-06-18 02:23:39.999999998+02:00
Ms,MS0915 Sensor Fehler / Optimierungen,Ringmontage,E08Usv01-Em,"19.07.2024, 07:13:55 ",Früh,00:13:55,2024-07-19 07:13:55+02:00,13.916666666666666,2024-07-19 07:27:50.000000002+02:00
W,RM0303 Elektrodenwechsel,Kontaktieren,E08Usv01-Vm,"18.03.2024, 22:43:20 ",Spät,00:13:20,2024-03-18 22:43:20+01:00,13.333333333333334,2024-03-18 22:56:39.999999998+01:00
Ms,MS0343 Stanze n.i.O. / Leiterplatten Winkel,Kontaktieren,E08Usv01-Vm,"04.04.2024, 06:41:51 ",Früh,00:41:51,2024-04-04 06:41:51+02:00,41.85,2024-04-04 07:23:42+02:00
R,RM0303 Elektrodenwechsel,Kontaktieren,E08Usv01-Vm,"20.01.2025, 02:39:34 ",Nacht,00:09:34,2025-01-20 02:39:34+01:00,9.566666666666666,2025-01-20 02:49:08.000000002+01:00
Ms,MS0928 Rütteltopf Ringe verklemmen in der Schiene Vereinzelung rechts,Ringmontage,E08Usv01-Em,"28.02.2024, 11:08:26 ",Früh,00:08:26,2024-02-28 11:08:26+01:00,8.433333333333334,2024-02-28 11:16:51.999999998+01:00
Ms,MS0320 Neues Fehlerbild,Kontaktieren,E08Usv01-Vm,"30.03.2024, 13:30:00 ",Früh,00:30:00,2024-03-30 13:30:00+01:00,30.0,2024-03-30 14:00:00+01:00
Ms,"MS0311 Pneumatik Problem (Druckluft, Schläuche, Zylinder...)",Kontaktieren,E08Usv01-Vm,"30.08.2024, 20:05:00 ",Spät,00:05:00,2024-08-30 20:05:00+02:00,5.0,2024-08-30 20:10:00+02:00
Ms,MS0932 Ringe verklemmen in der Vereinzelung rechts -> n.i.O Abwurf,Ringmontage,E08Usv01-Em,"16.05.2024, 23:46:40 ",Nacht,00:16:40,2024-05-16 23:46:40+02:00,16.666666666666668,2024-05-17 00:03:20.000000002+02:00
Ms,MS0326 Drahtverlust,Kontaktieren,E08Usv01-Vm,"31.12.2023, 02:39:54 ",Nacht,00:09:54,2023-12-31 02:39:54+01:00,9.9,2023-12-31 02:49:48+01:00
W,WG0304 K1 Kontaktieren Elektrodenwechsel 1x pro Schicht 7 min,Kontaktieren,E08Usv01-Vm,"14.02.2025, 17:04:24 ",Spät,00:04:24,2025-02-14 17:04:24+01:00,4.4,2025-02-14 17:08:48+01:00
Ms,MS0925 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung links,Ringmontage,E08Usv01-Em,"25.03.2024, 20:10:52 ",Spät,00:10:52,2024-03-25 20:10:52+01:00,10.866666666666667,2024-03-25 20:21:44.000000002+01:00
Ms,MS0608 PLC (SPS) Ablauffehler,Pcb,E08Usv01-Vm,"08.02.2024, 12:20:00 ",Früh,00:20:00,2024-02-08 12:20:00+01:00,20.0,2024-02-08 12:40:00+01:00
R,MS0301 Taktzeit wird nicht erreicht --> Senswork zu langsam,Kontaktieren,E08Usv01-Vm,"14.01.2024, 19:10:33 ",Spät,00:10:33,2024-01-14 19:10:33+01:00,10.55,2024-01-14 19:21:06+01:00
Ms,"MS0318 WT Transportfehler (verklemmt, ...)",Kontaktieren,E08Usv01-Vm,"24.03.2024, 08:15:14 ",Früh,00:15:14,2024-03-24 08:15:14+01:00,15.233333333333333,2024-03-24 08:30:27.999999998+01:00
Ms,"MS0311 Pneumatik Problem (Druckluft, Schläuche, Zylinder...)",Kontaktieren,E08Usv01-Vm,"12.08.2024, 08:56:45 ",Früh,00:56:45,2024-08-12 08:56:45+02:00,56.75,2024-08-12 09:53:30+02:00
Ms,MS0346 Stanze n.i.O. / Übergabe Shuttlepostion n.i.O.,Kontaktieren,E08Usv01-Vm,"27.04.2024, 18:19:15 ",Spät,00:19:15,2024-04-27 18:19:15+02:00,19.25,2024-04-27 18:38:30+02:00
Ms,MS0625 Leiterplatte schief im Schlitten,Pcb,E08Usv01-Vm,"18.02.2024, 01:47:01 ",Nacht,00:17:01,2024-02-18 01:47:01+01:00,17.016666666666666,2024-02-18 02:04:02.000000002+01:00
Ms,MS0615 Sensor Fehler / Optimierungen,Pcb,E08Usv01-Vm,"25.01.2025, 08:08:20 ",Früh,00:08:20,2025-01-25 08:08:20+01:00,8.333333333333334,2025-01-25 08:16:39.999999998+01:00
R,MS0601 Taktzeit wird nicht erreicht,Pcb,E08Usv01-Vm,"13.02.2025, 06:07:09 ",Früh,00:07:09,2025-02-13 06:07:09+01:00,7.15,2025-02-13 06:14:18+01:00
R,RM0302 Rüstung Lotpaste,Kontaktieren,E08Usv01-Vm,"14.03.2024, 22:34:20 ",Spät,00:04:20,2024-03-14 22:34:20+01:00,4.333333333333333,2024-03-14 22:38:39.999999998+01:00
Ms,MS0926 Rütteltopf Ringe verklemmen an Übergang zu Vereinzelung recht,Ringmontage,E08Usv01-Em,"19.03.2024, 14:39:20 ",Spät,00:54:20,2024-03-19 14:39:20+01:00,54.333333333333336,2024-03-19 15:33:39.999999998+01:00
Ms,MS0606 Handling (Roboter / Greifer / Achssystem ...) Problem / PCB Hub Handling Nio,Pcb,E08Usv01-Vm,"29.05.2024, 04:16:51 ",Nacht,00:46:51,2024-05-29 04:16:51+02:00,46.85,2024-05-29 05:03:42+02:00
